variable,date,value
manufacturing,2002-02-01,0.030612244897959107
manufacturing,2002-03-01,-0.00990099009900991
manufacturing,2002-04-01,0.0050000000000001155
manufacturing,2002-05-01,-0.003731343283582267
manufacturing,2002-06-01,0.0012484394506866447
manufacturing,2002-07-01,0.007481296758104605
manufacturing,2002-08-01,-0.007425742574257321
manufacturing,2002-09-01,0.004987531172069737
manufacturing,2002-10-01,0.002481389578163906
manufacturing,2002-11-01,-0.0024752475247524774
manufacturing,2002-12-01,-0.006203473945409432
manufacturing,2003-01-01,-0.0012484394506865337
manufacturing,2003-02-01,0.0012499999999999734
manufacturing,2003-03-01,0.0037453183520601563
manufacturing,2003-04-01,-0.008706467661691586
manufacturing,2003-05-01,-0.013801756587202063
manufacturing,2003-06-01,0.0012722646310434627
manufacturing,2003-07-01,-0.0012706480304957024
manufacturing,2003-08-01,0.012722646310432628
manufacturing,2003-09-01,0.03266331658291466
manufacturing,2003-10-01,0
manufacturing,2003-11-01,0.010948905109488871
manufacturing,2003-12-01,-0.01564380264741272
manufacturing,2004-01-01,0.019559902200489088
manufacturing,2004-02-01,0.00959232613908867
manufacturing,2004-03-01,0.014251781472684133
manufacturing,2004-04-01,0.005854800936768045
manufacturing,2004-05-01,0.011641443538998875
manufacturing,2004-06-01,0.0023014959723819395
manufacturing,2004-07-01,0.008036739380022917
manufacturing,2004-08-01,0.006833712984054774
manufacturing,2004-09-01,0.007918552036199067
manufacturing,2004-10-01,-0.011223344556677839
manufacturing,2004-11-01,0.0011350737797957144
manufacturing,2004-12-01,0.009070294784580435
manufacturing,2005-01-01,0.006741573033707704
manufacturing,2005-02-01,-0.011160714285714302
manufacturing,2005-03-01,0.004514672686230403
manufacturing,2005-04-01,-0.0011235955056179137
manufacturing,2005-05-01,0.02924634420697414
manufacturing,2005-06-01,-0.017486338797814138
manufacturing,2005-07-01,-0.005561735261401579
manufacturing,2005-08-01,0.0011185682326622093
manufacturing,2005-09-01,-0.007821229050279377
manufacturing,2005-10-01,-0.009009009009009028
manufacturing,2005-11-01,0.013636363636363669
manufacturing,2005-12-01,0.02130044843049328
manufacturing,2006-01-01,0
manufacturing,2006-02-01,0.014270032930845389
manufacturing,2006-03-01,-0.015151515151515249
manufacturing,2006-04-01,0.00659340659340657
manufacturing,2006-05-01,0.004366812227074357
manufacturing,2006-06-01,-0.011956521739130421
manufacturing,2006-07-01,0.00990099009900991
manufacturing,2006-08-01,-0.004357298474945481
manufacturing,2006-09-01,-0.005470459518599591
manufacturing,2006-10-01,-0.0033003300330034513
manufacturing,2006-11-01,0.02207505518763786
manufacturing,2006-12-01,0.008639308855291628
manufacturing,2007-01-01,0.0010706638115631772
manufacturing,2007-02-01,0.013903743315508033
manufacturing,2007-03-01,0.006329113924050667
manufacturing,2007-04-01,0.00943396226415083
manufacturing,2007-05-01,0
manufacturing,2007-06-01,0.008307372793354029
manufacturing,2007-07-01,-0.006179196704428347
manufacturing,2007-08-01,0.00932642487046631
manufacturing,2007-09-01,0.004106776180698102
manufacturing,2007-10-01,0.010224948875255713
manufacturing,2007-11-01,0
manufacturing,2007-12-01,0.011133603238866474
manufacturing,2008-01-01,0.02302302302302306
manufacturing,2008-02-01,-0.015655577299413026
manufacturing,2008-03-01,0.006958250497017815
manufacturing,2008-04-01,-0.0039486673247778326
manufacturing,2008-05-01,0.0049554013875123815
manufacturing,2008-06-01,0.010848126232741562
manufacturing,2008-07-01,9.756097560975618e-4
manufacturing,2008-08-01,-0.011695906432748426
manufacturing,2008-09-01,0.018737672583826415
manufacturing,2008-10-01,-0.04065827686350443
manufacturing,2008-11-01,-0.039354187689202735
manufacturing,2008-12-01,-0.11659663865546233
manufacturing,2009-01-01,0.02021403091557672
manufacturing,2009-02-01,0.0174825174825175
manufacturing,2009-03-01,0.009163802978235935
manufacturing,2009-04-01,0.012485811577752637
manufacturing,2009-05-01,0.01457399103139001
manufacturing,2009-06-01,0.009944751381215422
manufacturing,2009-07-01,0.013129102844638751
manufacturing,2009-08-01,0.019438444924406273
manufacturing,2009-09-01,0.01588983050847448
manufacturing,2009-10-01,0.016684045881126153
manufacturing,2009-11-01,0.021538461538461506
manufacturing,2009-12-01,0.008032128514056325
manufacturing,2010-01-01,0.01294820717131473
manufacturing,2010-02-01,0
manufacturing,2010-03-01,0.01179941002949847
manufacturing,2010-04-01,0.00680272108843516
manufacturing,2010-05-01,-0.004826254826254872
manufacturing,2010-06-01,-0.005819592628515946
manufacturing,2010-07-01,-0.008780487804878057
manufacturing,2010-08-01,-0.0059055118110236116
manufacturing,2010-09-01,0.003960396039603964
manufacturing,2010-10-01,0
manufacturing,2010-11-01,0.007889546351084853
manufacturing,2010-12-01,0.013698630136986134
manufacturing,2011-01-01,9.652509652511299e-4
manufacturing,2011-02-01,0.01060752169720347
manufacturing,2011-03-01,0.010496183206107013
manufacturing,2011-04-01,-0.03305004721435312
manufacturing,2011-05-01,0.0244140625
manufacturing,2011-06-01,-0.019065776930409895
manufacturing,2011-07-01,0
manufacturing,2011-08-01,-0.014577259475218707
manufacturing,2011-09-01,-0.014792899408283988
manufacturing,2011-10-01,-0.0030030030030031574
manufacturing,2011-11-01,0
manufacturing,2011-12-01,0.04116465863453822
manufacturing,2012-01-01,-0.0568948891031823
manufacturing,2012-02-01,0.002044989775051187
manufacturing,2012-03-01,0
manufacturing,2012-04-01,-0.0010204081632652073
manufacturing,2012-05-01,0.005107252298263587
manufacturing,2012-06-01,0.005081300813008172
manufacturing,2012-07-01,0.01415571284125372
manufacturing,2012-08-01,0.019940179461615193
manufacturing,2012-09-01,-0.010752688172043001
manufacturing,2012-10-01,0.005928853754940677
manufacturing,2012-11-01,-0.008840864440078477
manufacturing,2012-12-01,0.01090188305252715
manufacturing,2013-01-01,0.009803921568627416
manufacturing,2013-02-01,-0.024271844660194164
manufacturing,2013-03-01,0.017910447761193993
manufacturing,2013-04-01,0.01857282502443791
manufacturing,2013-05-01,-0.0057581573896353655
manufacturing,2013-06-01,0.004826254826254761
manufacturing,2013-07-01,-0.011527377521613702
manufacturing,2013-08-01,9.718172983479434e-4
manufacturing,2013-09-01,0.009708737864077666
manufacturing,2013-10-01,-0.0163461538461539
manufacturing,2013-11-01,0.0058651026392961825
manufacturing,2013-12-01,-0.029154518950437303
manufacturing,2014-01-01,0.01401401401401392
manufacturing,2014-02-01,0.005923000987166915
manufacturing,2014-03-01,-9.813542688911214e-4
manufacturing,2014-04-01,-0.013752455795677743
manufacturing,2014-05-01,-0.014940239043824688
manufacturing,2014-06-01,-0.03640040444893844
manufacturing,2014-07-01,0.026232948583420734
manufacturing,2014-08-01,0.002044989775051187
manufacturing,2014-09-01,0.0020408163265306367
manufacturing,2014-10-01,-0.0010183299389002753
manufacturing,2014-11-01,-0.006116207951070263
manufacturing,2014-12-01,-0.03076923076923077
manufacturing,2015-01-01,0.002116402116402183
manufacturing,2015-02-01,-0.01372756071805703
manufacturing,2015-03-01,-0.0064239828693790635
manufacturing,2015-04-01,-0.02155172413793105
manufacturing,2015-05-01,-0.00770925110132159
manufacturing,2015-06-01,-0.011098779134295245
manufacturing,2015-07-01,-0.01683501683501687
manufacturing,2015-08-01,0.005707762557077611
manufacturing,2015-09-01,-0.02156640181611791
manufacturing,2015-10-01,0.0034802784222738303
manufacturing,2015-11-01,-0.016184971098266
manufacturing,2015-12-01,-0.01997649823736769
manufacturing,2016-01-01,0.010791366906474753
manufacturing,2016-02-01,-0.03202846975088969
manufacturing,2016-03-01,0.031862745098039325
manufacturing,2016-04-01,0.0035629453681709222
manufacturing,2016-05-01,-0.002366863905325478
manufacturing,2016-06-01,-0.007117437722419906
manufacturing,2016-07-01,0.0035842293906809264
manufacturing,2016-08-01,-0.01666666666666672
manufacturing,2016-09-01,0.008474576271186418
manufacturing,2016-10-01,-0.01200480192076836
manufacturing,2016-11-01,0
manufacturing,2016-12-01,0.010935601458080368
manufacturing,2017-01-01,0.006009615384615419
manufacturing,2017-02-01,0.002389486260454099
manufacturing,2017-03-01,-0.0035756853396902155
manufacturing,2017-04-01,-0.0023923444976075015
manufacturing,2017-05-01,0.00959232613908867
manufacturing,2017-06-01,0.009501187648456089
manufacturing,2017-07-01,0.007058823529411784
manufacturing,2017-08-01,0.001168224299065601
manufacturing,2017-09-01,0.008168028004667427
manufacturing,2017-10-01,0.003472222222222099
manufacturing,2017-11-01,0.005767012687427853
manufacturing,2017-12-01,0.03669724770642202
manufacturing,2018-01-01,-0.028761061946902755
manufacturing,2018-02-01,-0.017084282460136713
manufacturing,2018-03-01,0.022016222479722014
manufacturing,2018-04-01,0.007936507936507908
manufacturing,2018-05-01,-0.12485939257592815
manufacturing,2018-06-01,0.13881748071979438
manufacturing,2018-07-01,-0.004514672686230181
manufacturing,2018-08-01,-0.00793650793650802
manufacturing,2018-09-01,-0.01942857142857146
manufacturing,2018-10-01,0.0011655011655011815
manufacturing,2018-11-01,-0.0011641443538999985
manufacturing,2018-12-01,-0.005827505827505797
manufacturing,2019-01-01,0
manufacturing,2019-02-01,0.012895662368112681
manufacturing,2019-03-01,0.004629629629629539
manufacturing,2019-04-01,0.024193548387096975
manufacturing,2019-05-01,-0.017997750281214975
manufacturing,2019-06-01,-0.01145475372279492
manufacturing,2019-07-01,-0.010428736964078644
manufacturing,2019-08-01,0.007025761124121788
manufacturing,2019-09-01,0.0034883720930232176
manufacturing,2019-10-01,0.01853997682502917
manufacturing,2019-11-01,-0.020477815699658786
manufacturing,2019-12-01,-0.016260162601625883
manufacturing,2020-01-01,0.023612750885478206
manufacturing,2020-02-01,-0.0011534025374856371
manufacturing,2020-03-01,-0.08314087759815225
manufacturing,2020-04-01,-0.23173803526448367
manufacturing,2020-05-01,0.12786885245901636
manufacturing,2020-06-01,0.10174418604651159
manufacturing,2020-07-01,0.09366754617414252
manufacturing,2020-08-01,0.03256936067551264
manufacturing,2020-09-01,0.033878504672897325
manufacturing,2020-10-01,0.012429378531073398
manufacturing,2020-11-01,0.01116071428571419
manufacturing,2020-12-01,0.0066225165562914245
manufacturing,2021-01-01,-0.003289473684210509
manufacturing,2021-02-01,-0.0066006600660066805
manufacturing,2021-03-01,-0.02879291251384264
manufacturing,2021-04-01,-0.02166476624857472
manufacturing,2021-05-01,0.010489510489510634
manufacturing,2021-06-01,-0.005767012687427964
manufacturing,2021-07-01,-0.015081206496519672
manufacturing,2021-08-01,-0.005889281507656108
manufacturing,2021-09-01,-0.004739336492891044
manufacturing,2021-10-01,-0.0011904761904760752
manufacturing,2021-11-01,-0.0023837902264600697
manufacturing,2021-12-01,0.026284348864993978
manufacturing,2022-01-01,-0.022118742724097862
retail,2003-02-01,0.024070021881837933
retail,2003-03-01,-0.02564102564102555
retail,2003-04-01,0.002192982456140413
retail,2003-05-01,-0.01094091903719907
retail,2003-06-01,0.01106194690265494
retail,2003-07-01,0.010940919037199182
retail,2003-08-01,0.006493506493506329
retail,2003-09-01,0.019354838709677358
retail,2003-10-01,0.01476793248945163
retail,2003-11-01,0.012474012474012586
retail,2003-12-01,0.002053388090349051
retail,2004-01-01,-0.004098360655737654
retail,2004-02-01,0.043209876543209846
retail,2004-03-01,0.001972386587770991
retail,2004-04-01,0.007874015748031704
retail,2004-05-01,0.013671875
retail,2004-06-01,0.007707129094412402
retail,2004-07-01,-0.0019120458891012104
retail,2004-08-01,-0.005747126436781658
retail,2004-09-01,0.011560693641618602
retail,2004-10-01,-0.003809523809523818
retail,2004-11-01,-0.005736137667303964
retail,2004-12-01,0.044230769230769074
retail,2005-01-01,-0.018416206261510082
retail,2005-02-01,-0.016885553470919246
retail,2005-03-01,0.009541984732824416
retail,2005-04-01,-0.003780718336483857
retail,2005-05-01,0.011385199240986577
retail,2005-06-01,0
retail,2005-07-01,0.0018761726078799779
retail,2005-08-01,0.005617977528090012
retail,2005-09-01,-0.013035381750465591
retail,2005-10-01,0.009433962264151052
retail,2005-11-01,0.0093457943925232545
retail,2005-12-01,0.042592592592592515
retail,2006-01-01,-0.019538188277086976
retail,2006-02-01,-0.012681159420289911
retail,2006-03-01,0.007339449541284404
retail,2006-04-01,0.00910746812386165
retail,2006-05-01,0.00902527075812265
retail,2006-06-01,-0.02146690518783534
retail,2006-07-01,0.04387568555758681
retail,2006-08-01,0.012259194395796813
retail,2006-09-01,0.00865051903114189
retail,2006-10-01,0.010291595197255532
retail,2006-11-01,0.018675721561969505
retail,2006-12-01,0.014999999999999902
retail,2007-01-01,-0.013136288998357948
retail,2007-02-01,0.014975041597337757
retail,2007-03-01,0.011475409836065653
retail,2007-04-01,0.03241491085899506
retail,2007-05-01,0
retail,2007-06-01,0.0047095761381474865
retail,2007-07-01,0.006250000000000089
retail,2007-08-01,0.029503105590062084
retail,2007-09-01,0.003016591251885359
retail,2007-10-01,0.018045112781954975
retail,2007-11-01,0.007385524372230501
retail,2007-12-01,0.0014662756598240456
retail,2008-01-01,0.00878477306002945
retail,2008-02-01,0.004354136429608024
retail,2008-03-01,0.014450867052023142
retail,2008-04-01,0.031339031339031376
retail,2008-05-01,-0.0013812154696133394
retail,2008-06-01,0.011065006915629283
retail,2008-07-01,0.010943912448700521
retail,2008-08-01,-0.02841677943166454
retail,2008-09-01,0.04456824512534818
retail,2008-10-01,-0.06399999999999995
retail,2008-11-01,-0.04843304843304852
retail,2008-12-01,0.017964071856287456
retail,2009-01-01,0.04117647058823515
retail,2009-02-01,0.031073446327683607
retail,2009-03-01,0.010958904109588996
retail,2009-04-01,-0.016260162601626105
retail,2009-05-01,0.02066115702479343
retail,2009-06-01,0.08367071524966274
retail,2009-07-01,-0.07098381070983817
retail,2009-08-01,0.022788203753351333
retail,2009-09-01,0.07339449541284404
retail,2009-10-01,-0.046398046398046566
retail,2009-11-01,-0.005121638924455718
retail,2009-12-01,0.0012870012870012104
retail,2010-01-01,0.01799485861182526
retail,2010-02-01,0.045454545454545414
retail,2010-03-01,0.07246376811594213
retail,2010-04-01,-0.08783783783783783
retail,2010-05-01,0.00987654320987641
retail,2010-06-01,0.014669926650366705
retail,2010-07-01,0.009638554216867545
retail,2010-08-01,0.03221957040572798
retail,2010-09-01,0.008092485549132888
retail,2010-10-01,0.010321100917431103
retail,2010-11-01,0.007945516458569779
retail,2010-12-01,0.01013513513513531
retail,2011-01-01,-0.015607580824972156
retail,2011-02-01,0.026047565118912708
retail,2011-03-01,0
retail,2011-04-01,0.002207505518763808
retail,2011-05-01,0.01211453744493407
retail,2011-06-01,-0.0043525571273123065
retail,2011-07-01,-0.002185792349726823
retail,2011-08-01,-0.01533406352683453
retail,2011-09-01,0.0077864293659619666
retail,2011-10-01,-0.007726269315673218
retail,2011-11-01,0.017797552836484876
retail,2011-12-01,0.01967213114754096
retail,2012-01-01,0.012861736334405238
retail,2012-02-01,0.0010582010582009804
retail,2012-03-01,0.009513742071881603
retail,2012-04-01,-0.0010471204188481353
retail,2012-05-01,0.002096436058700135
retail,2012-06-01,0.06903765690376584
retail,2012-07-01,-0.015655577299413026
retail,2012-08-01,0.037773359840954424
retail,2012-09-01,-0.09291187739463602
retail,2012-10-01,0.06335797254487852
retail,2012-11-01,-0.030784508440913738
retail,2012-12-01,0.024590163934426368
retail,2013-01-01,-0.007000000000000006
retail,2013-02-01,-0.0030211480362537513
retail,2013-03-01,0.015151515151515138
retail,2013-04-01,0.00995024875621886
retail,2013-05-01,-0.007881773399014746
retail,2013-06-01,0.011916583912611856
retail,2013-07-01,0.00981354268891077
retail,2013-08-01,0.007774538386783325
retail,2013-09-01,-0.012536162005785889
retail,2013-10-01,0.005859375
retail,2013-11-01,-0.002912621359223322
retail,2013-12-01,-0.0058422590068160085
retail,2014-01-01,0.015670910871694588
retail,2014-02-01,-0.016393442622950838
retail,2014-03-01,-0.01764705882352935
retail,2014-04-01,0.012974051896207595
retail,2014-05-01,-0.005911330049261032
retail,2014-06-01,-0.043607532210109046
retail,2014-07-01,0.013471502590673534
retail,2014-08-01,0.007157464212679043
retail,2014-09-01,0.009137055837563413
retail,2014-10-01,0.01106639839034207
retail,2014-11-01,0.014925373134328401
retail,2014-12-01,-0.03431372549019607
retail,2015-01-01,-0.003045685279187804
retail,2015-02-01,-0.027494908350305547
retail,2015-03-01,-0.009424083769633551
retail,2015-04-01,-0.009513742071881492
retail,2015-05-01,-0.018143009605122717
retail,2015-06-01,-0.010869565217391353
retail,2015-07-01,0
retail,2015-08-01,-0.015384615384615441
retail,2015-09-01,-0.014508928571428492
retail,2015-10-01,0.0022650056625141968
retail,2015-11-01,-0.005649717514124242
retail,2015-12-01,0.001136363636363491
retail,2016-01-01,-0.0295119182746878
retail,2016-02-01,0.015204678362572999
retail,2016-03-01,-0.008064516129032251
retail,2016-04-01,-0.020905923344947674
retail,2016-05-01,0
retail,2016-06-01,-0.016607354685646447
retail,2016-07-01,-0.008443908323281124
retail,2016-08-01,-0.013381995133820102
retail,2016-09-01,-0.0036991368680641123
retail,2016-10-01,0.007425742574257432
retail,2016-11-01,-0.002457002457002533
retail,2016-12-01,0.012315270935960632
retail,2017-01-01,0.04136253041362514
retail,2017-02-01,0
retail,2017-03-01,-0.008177570093457764
retail,2017-04-01,0.011778563015312216
retail,2017-05-01,-0.002328288707799775
retail,2017-06-01,0.0175029171528589
retail,2017-07-01,-0.0034403669724770714
retail,2017-08-01,0.0023014959723819395
retail,2017-09-01,0.008036739380022917
retail,2017-10-01,-0.009111617312072884
retail,2017-11-01,0.01724137931034475
retail,2017-12-01,0.014689265536723228
retail,2018-01-01,0.0033407572383072903
retail,2018-02-01,0.004439511653718142
retail,2018-03-01,0.024309392265193353
retail,2018-04-01,0.011866235167206085
retail,2018-05-01,-0.0639658848614072
retail,2018-06-01,0.023917995444191487
retail,2018-07-01,-0.017797552836485098
retail,2018-08-01,0.04869762174405423
retail,2018-09-01,-0.01295896328293722
retail,2018-10-01,-0.004376367614879695
retail,2018-11-01,0.016483516483516425
retail,2018-12-01,0.00108108108108107
retail,2019-01-01,0.01403887688984895
retail,2019-02-01,-0.005324813631522929
retail,2019-03-01,0.02997858672376874
retail,2019-04-01,-0.011434511434511574
retail,2019-05-01,-0.013669821240799185
retail,2019-06-01,-0.006396588486140664
retail,2019-07-01,-0.0021459227467811592
retail,2019-08-01,0.0010752688172042113
retail,2019-09-01,0.020408163265306145
retail,2019-10-01,0.0094736842105263
retail,2019-11-01,-0.004171011470281649
retail,2019-12-01,0.012565445026178068
retail,2020-01-01,0.009307135470527417
retail,2020-02-01,0.0010245901639345245
retail,2020-03-01,-0.112589559877175
retail,2020-04-01,-0.19377162629757783
retail,2020-05-01,0.14163090128755362
retail,2020-06-01,0.11027568922305764
retail,2020-07-01,0.06207674943566599
retail,2020-08-01,0.04250797024442088
retail,2020-09-01,0.015290519877675823
retail,2020-10-01,0.017068273092369468
retail,2020-11-01,9.87166831194486e-4
retail,2020-12-01,-0.026627218934911268
retail,2021-01-01,-0.02228976697061802
retail,2021-02-01,0.032124352331606154
retail,2021-03-01,-0.051204819277108404
retail,2021-04-01,0.03809523809523796
retail,2021-05-01,0.030581039755351647
retail,2021-06-01,-0.024727992087042572
retail,2021-07-01,0.015212981744421983
retail,2021-08-01,-0.03096903096903092
retail,2021-09-01,-0.008247422680412342
retail,2021-10-01,-0.007276507276507305
retail,2021-11-01,0.006282722513089034
retail,2021-12-01,0.003121748178980255
retail,2022-01-01,-0.003112033195020847
